State,Factor,Correlation
15,1520,0
15,1521,-0.19022114765001974
15,1522,0.1902211476500198
15,1523,-0.212849219651563
15,1524,0.17930788925572966
15,1525,0.07089379359839751
15,1526,-0.11154480048036176
15,1527,0.1294758069345923
15,1528,0
15,1529,0
16,1520,-0.14897799986187912
16,1521,0.45520154444873023
16,1522,-0.36681817241245857
16,1523,-0.12369035429567508
16,1524,0.017328532912257985
16,1525,0.12130427644142043
16,1526,0.009849726615357383
16,1527,0.01773037831113561
16,1528,0.12384697527263559
16,1529,0
17,1520,-0.587970124995136
17,1521,0.16585043250445727
17,1522,0.43695116950543195
17,1523,-0.14102748265841764
17,1524,0.1287294099023383
17,1525,-0.030190135930210173
17,1526,0.15008647759676935
17,1527,-0.15008647759676935
17,1528,0
17,1529,0
18,1520,-0.45674684269684995
18,1521,0.1961174605466869
18,1522,0.26651625242183485
18,1523,-0.056798283707274834
18,1524,0.1282408405485402
18,1525,-0.07701702953911513
18,1526,-0.04845221163704222
18,1527,0.04845221163704221
18,1528,0.04317009241701862
18,1529,-0.04317009241701861
19,1520,0.14141855183890484
19,1521,0.19361446537230792
19,1522,-0.35195511000960245
19,1523,-0.14928632957565569
19,1524,0.08588195632459267
19,1525,0.0015728374672833386
19,1526,0.03828134412793508
19,1527,-0.03828134412793508
19,1528,0
19,1529,0
20,1520,0.520932890718883
20,1521,-0.16737784104642497
20,1522,-0.37958644747912473
20,1523,0.006845306101420058
20,1524,-0.09656355921232675
20,1525,0.0933456408575215
20,1526,0.12618409802339364
20,1527,-0.12618409802339364
20,1528,0
20,1529,0
21,1520,-0.6350516403061625
21,1521,0.2548085458121594
21,1522,0.3840609734890328
21,1523,0.04358592637689527
21,1524,0.12505361056786074
21,1525,-0.1679768990148018
21,1526,-0.08308719036652364
21,1527,0.08308719036652364
21,1528,0.09848076733279505
21,1529,-0.09848076733279508
22,1520,-0.39334659154282164
22,1521,-0.4504829265287106
22,1522,0.6730821754601334
22,1523,0.020646233100214975
22,1524,0.13196351844514081
22,1525,-0.18685726321208945
22,1526,-0.08505628708659221
22,1527,0.08505628708659216
22,1528,0.13042759867471723
22,1529,0
23,1520,0.6565411206767333
23,1521,-0.3813821292218088
23,1522,-0.44725306841790385
23,1523,0.09522967071321979
23,1524,-0.2512108567183873
23,1525,0.192090086490664
23,1526,-0.04834646713256557
23,1527,0.04834646713256554
23,1528,0.0150671789066988
23,1529,-0.015067178906698786
24,1520,-0.26075277496698257
24,1521,0.40168390015971633
24,1522,-0.17245315753196733
24,1523,-0.22650887011223625
24,1524,0.2093491157790094
24,1525,0.042173405213531225
24,1526,0.057742016276736655
24,1527,-0.05774201627673667
24,1528,0
24,1529,0
25,1520,0.1338683632857598
25,1521,-0.26320074196348325
25,1522,0.13879169242042289
25,1523,-0.18255080008427096
25,1524,0.03520453868968257
25,1525,0.044626368752496905
25,1526,-0.12361057529966506
25,1527,0.12361057529966502
25,1528,-0.13124025421322694
25,1529,0
26,1520,0.7011202931178185
26,1521,-0.49563261252973506
26,1522,-0.3642011276381847
26,1523,-0.01882915619043687
26,1524,-0.028109544793417214
26,1525,0.0661574234333196
26,1526,-0.3257495644222506
26,1527,0.3257495644222506
26,1528,-0.44812480283553263
26,1529,0.44812480283553263
27,1520,0.6523792256154889
27,1521,-0.01994338023885309
27,1522,-0.6860236365610373
27,1523,0.05444312294226325
27,1524,-0.02479963341268136
27,1525,-0.013663284224589857
27,1526,0.14114304914381592
27,1527,-0.1411430491438159
27,1528,-0.0990473578146183
27,1529,0.0990473578146183
28,1520,-0.5202431910911167
28,1521,-0.3225709338616671
28,1522,0.6981924444905487
28,1523,0.17699431253858205
28,1524,-0.09238062141148852
28,1525,-0.14042897584090283
28,1526,-0.072163440824143
28,1527,0.07216344082414301
28,1528,0.09250318729270267
28,1529,0
29,1520,-0.3384563366274622
29,1521,-0.3080371514190977
29,1522,0.5798750148270131
29,1523,0.02328446298164723
29,1524,0.10543871353892662
29,1525,-0.11978183192376558
29,1526,0.19416062015733515
29,1527,-0.19416062015733515
29,1528,0
29,1529,0
30,1520,0.6279107135610953
30,1521,-0.3927304535940921
30,1522,-0.4545221793384594
30,1523,0.04959517304835933
30,1524,-0.06576360297106064
30,1525,0.04790193594392108
30,1526,0.163127630687788
30,1527,-0.1440983937864189
30,1528,0.07397405550989304
30,1529,-0.017577178346983795
32,1520,-0.3182037665448757
32,1521,0.5286300514575589
32,1522,-0.2037464749149787
32,1523,0.032164036179733055
32,1524,-0.0997512561929199
32,1525,0.0803677223768468
32,1526,0.009916001965169115
32,1527,-0.009916001965169115
32,1528,0
32,1529,0
33,1520,0.654807590980921
33,1521,-0.37586818097605923
33,1522,-0.40662057032872095
33,1523,-0.11408328975045604
33,1524,-0.03907426521672474
33,1525,0.225533751262245
33,1526,0.16018936130946787
33,1527,-0.16018936130946787
33,1528,0
33,1529,-0.17580454308613375
34,1520,-0.10368292349493542
34,1521,0.020770182458408802
34,1522,0.06878284613956653
34,1523,-0.03319378517051388
34,1524,-0.11074598985408617
34,1525,0.12804742952263098
34,1526,0.077163693406767
34,1527,-0.077163693406767
34,1528,0
34,1529,-0.12030282575882065
35,1520,0.535660948234133
35,1521,0.0997261677446118
35,1522,-0.5131571763719969
35,1523,0.259634332377679
35,1524,-0.11418401071725436
35,1525,-0.13973532807879419
35,1526,0.05193083113712397
35,1527,-0.08145283729094561
35,1528,0
35,1529,-0.07811424890201787
36,1520,0.629345818299957
36,1521,-0.09339006952172262
36,1522,-0.5980623117013107
36,1523,-0.12243651570158871
36,1524,-0.30656932894788214
36,1525,0.37729980602129365
36,1526,-0.18639494111004748
36,1527,0.18639494111004742
36,1528,0
36,1529,0
37,1520,-0.6840815595180292
37,1521,0.44951281593891546
37,1522,0.26726366311411737
37,1523,0.22465764453346568
37,1524,-0.06301615308038691
37,1525,-0.23937898447346684
37,1526,-0.15076630440992045
37,1527,0.1507663044099205
37,1528,0
37,1529,0.1081691904955517
38,1520,0.5557581030151065
38,1521,-0.08122320496961077
38,1522,-0.6450419447341019
38,1523,-0.015742954993560102
38,1524,0.05691971031208207
38,1525,-0.04066353819634615
38,1526,-0.057950744758433925
38,1527,0.05795074475843396
38,1528,0
38,1529,-0.051584686195424334
39,1520,-0.1366948008586455
39,1521,0.29594011813695487
39,1522,-0.16876170481721392
39,1523,-0.19768217146321593
39,1524,-5.753522846284792e-4
39,1525,0.14190788622660971
39,1526,0.13485442507443698
39,1527,-0.13485442507443698
39,1528,0
39,1529,0
40,1520,-0.5818284107261518
40,1521,-0.27756361860364087
40,1522,0.7295455479387734
40,1523,7.784763090755104e-4
40,1524,0.12154174314328135
40,1525,-0.10885987337066472
40,1526,0.09854378145269095
40,1527,-0.09854378145269092
40,1528,0
40,1529,0.10016046931401244
41,1520,-0.5319919988934233
41,1521,0.5932595458750909
41,1522,-0.07249058742021154
41,1523,-0.20436998888877742
41,1524,0.034463172715652905
41,1525,0.10357875989807401
41,1526,0
41,1527,0
41,1528,0
41,1529,0.0757956997442281
42,1520,0.47530198625077064
42,1521,0.15781050040487907
42,1522,-0.6266230625032561
42,1523,-0.15300139437959207
42,1524,-0.01581897540428904
42,1525,0.2155311546851515
42,1526,0
42,1527,0
42,1528,0
42,1529,0
44,1520,0.0876582482875926
44,1521,0.07081904002603007
44,1522,-0.1683044213540714
44,1523,0.025835132145333495
44,1524,-0.258007816070218
44,1525,0.22487297677799883
44,1526,0
44,1527,0
44,1528,0
44,1529,-0.1917629247422145
45,1520,-0.6292161691885669
45,1521,-0.045991817303693144
45,1522,0.6055535969407521
45,1523,0.2551776056267088
45,1524,-0.2563027883706046
45,1525,-0.03912937472915654
45,1526,0
45,1527,0
45,1528,0
45,1529,0.10990778850516811
46,1520,0.46368160533113617
46,1521,-0.05538792691609764
46,1522,-0.5564206025537125
46,1523,0.02081036301075327
46,1524,0.058042551289206164
46,1525,-0.06685411425528223
46,1526,0
46,1527,0
46,1528,0
46,1529,-0.07174042391685784
47,1520,-0.6293278761899728
47,1521,0.2326269574369885
47,1522,0.40445476450299994
47,1523,0.21433581157033746
47,1524,-0.1920976881031579
47,1525,-0.10616902092941688
47,1526,0
47,1527,0
47,1528,0
47,1529,0.097797274586983507
48,1520,-0.4332776177350236
48,1521,-0.4973001691375957
48,1522,0.728164008454076
48,1523,-0.009624811305934667
48,1524,0.11033994209891834
48,1525,-0.09686390435323727
48,1526,0
48,1527,0
48,1528,0
48,1529,0
49,1520,-0.07701470262164647
49,1521,0.005782418592411885
49,1522,0.07576898041116664
49,1523,0.10732615487498989
49,1524,-0.12296825965338959
49,1525,0.03388499695085756
49,1526,0
49,1527,0
49,1528,0
49,1529,0
50,1520,0.7283106683185884
50,1521,-0.29452939350259677
50,1522,-0.5297217600803578
50,1523,0.004885840014293148
50,1524,-0.1512288747766187
50,1525,0.14940605230027265
50,1526,0
50,1527,0
50,1528,0
50,1529,-0.01903075209492585
51,1520,-0.40773851304343744
51,1521,0.05848671453808478
51,1522,0.26069102864692406
51,1523,-0.11220775937575457
51,1524,0.11174577590403321
51,1525,-0.012840179567019284
51,1526,0
51,1527,0
51,1528,0
51,1529,0
53,1520,-0.39026313299502147
53,1521,0.5764769444568024
53,1522,-0.24172866097375145
53,1523,-0.01317381439613266
53,1524,0.13743213472836835
53,1525,-0.09050171531488982
53,1526,0
53,1527,0.16876281766169993
53,1528,0
53,1529,0.16876281766169993
54,1520,-0.32360915393574907
54,1521,0.3874455256807412
54,1522,-0.09250398480497661
54,1523,0.0360895888879954
54,1524,0.07446494853323986
54,1525,-0.16639535702701036
54,1526,0
54,1527,0.06740241316961025
54,1528,0
54,1529,0.06740241316961025
55,1520,0.5224447784044229
55,1521,-0.1879893077151913
55,1522,-0.47703018343791487
55,1523,-0.20036104758204729
55,1524,-0.22316603469306615
55,1525,0.4235270822751129
55,1526,0
55,1527,0
55,1528,0
55,1529,0
56,1520,-0.07683775503265919
56,1521,0.23176922674237616
56,1522,-0.22597534643006684
56,1523,0
56,1524,0.027643889401785336
56,1525,0.008475713454902058
56,1526,0
56,1527,0.1664184489247313
56,1528,0
56,1529,0.1664184489247313
