,location,FIPS,2021-11-28,2021-11-27,2021-11-26,2021-11-25,2021-11-24,2021-11-23,2021-11-22,2021-11-21,2021-11-20,2021-11-19,2021-11-18,2021-11-17,2021-11-16,2021-11-15,2021-11-14,2021-11-13,2021-11-12,2021-11-11,2021-11-10,2021-11-09,2021-11-08,2021-11-07,2021-11-06,2021-11-05,2021-11-04,2021-11-03,2021-11-02,2021-11-01,2021-10-31,2021-10-30,2021-10-29,2021-10-28,2021-10-27,2021-10-26,2021-10-25,2021-10-24,2021-10-23,2021-10-22,2021-10-21,2021-10-20,2021-10-19,2021-10-18,2021-10-17,2021-10-16,2021-10-15,2021-10-14,2021-10-13,2021-10-12,2021-10-11,2021-10-10,2021-10-09,2021-10-08,2021-10-07,2021-10-06,2021-10-05,2021-10-04,2021-10-03,2021-10-02,2021-10-01,2021-09-30,2021-09-29,2021-09-28,2021-09-27,2021-09-26,2021-09-25,2021-09-24,2021-09-23,2021-09-22,2021-09-21,2021-09-20,2021-09-19,2021-09-18,2021-09-17,2021-09-16,2021-09-15,2021-09-14,2021-09-13,2021-09-12,2021-09-11,2021-09-10,2021-09-09,2021-09-08,2021-09-07,2021-09-06,2021-09-05,2021-09-04,2021-09-03,2021-09-02,2021-09-01,2021-08-31,2021-08-30,2021-08-29,2021-08-28,2021-08-27,2021-08-26,2021-08-25,2021-08-24,2021-08-23,2021-08-22,2021-08-21,2021-08-20,2021-08-19,2021-08-18,2021-08-17,2021-08-16,2021-08-15,2021-08-14,2021-08-13,2021-08-12,2021-08-11,2021-08-10,2021-08-09,2021-08-08,2021-08-07,2021-08-06,2021-08-05,2021-08-04,2021-08-03,2021-08-02,2021-08-01,2021-07-31,2021-07-30,2021-07-29,2021-07-28,2021-07-27,2021-07-26,2021-07-25
19,lauderdale county,1077,86.273,73.332,66.862,81.959,91.665,81.959,76.567,77.646,84.116,71.175,75.48899999999999,78.72399999999999,70.097,81.959,92.743,84.116,90.587,84.116,87.351,115.39,115.39,103.527,111.07600000000001,104.60600000000001,101.37100000000001,124.01700000000001,328.915,355.876,362.346,365.58099999999996,394.699,433.52099999999996,406.561,202.74099999999999,172.546,169.31099999999998,171.467,156.37,177.938,180.095,196.271,207.055,217.83900000000003,221.074,217.83900000000003,174.703,190.87900000000002,187.644,188.722,182.252,185.487,200.584,212.447,212.447,235.09400000000002,257.74,286.857,301.955,324.60200000000003,329.994,394.699,383.914,378.522,370.973,386.07099999999997,437.835,441.07,419.50199999999995,472.344,509.01,511.167,483.12800000000004,466.952,524.1080000000001,542.441,482.05,438.913,441.07,451.85400000000004,430.286,395.777,359.111,410.875,437.835,476.658,488.52,515.481,575.872,689.105,590.969,525.186,491.756,471.26599999999996,473.423,435.67800000000005,309.504,399.01199999999994,471.26599999999996,482.05,576.95,479.89300000000003,459.403,470.18699999999995,442.149,413.032,437.835,317.053,391.463,366.66,363.425,376.366,375.287,309.504,325.68,420.58,373.13,313.818,281.465,277.152,284.70099999999996,293.328,177.938,215.68200000000002,227.545,230.78,211.36900000000003,200.584
20,lawrence county,1079,124.529,127.56700000000001,139.716,236.90900000000002,255.13299999999998,239.947,209.574,197.424,200.46200000000002,218.685,136.678,118.455,112.38,160.977,167.051,170.08900000000003,203.49900000000002,224.76,252.09599999999998,285.506,285.506,282.469,276.394,239.947,215.648,242.984,741.1010000000001,750.2130000000001,753.25,759.324,768.436,795.7719999999999,750.2130000000001,218.685,176.16299999999998,176.16299999999998,173.12599999999998,173.12599999999998,148.828,130.60399999999998,139.716,121.492,124.529,136.678,121.492,139.716,136.678,151.865,160.977,157.94,154.90200000000002,176.16299999999998,179.201,200.46200000000002,173.12599999999998,157.94,170.08900000000003,170.08900000000003,142.753,130.60399999999998,139.716,133.641,167.051,176.16299999999998,200.46200000000002,203.49900000000002,246.021,255.13299999999998,288.543,282.469,291.58099999999996,261.20799999999997,276.394,291.58099999999996,303.73,306.767,303.73,312.842,346.25199999999995,391.811,373.588,406.99800000000005,428.259,470.781,458.63199999999995,473.81800000000004,482.93,516.341,604.422,537.602,461.66900000000004,482.93,455.595,485.968,443.44599999999997,331.065,413.07300000000004,476.856,449.52,479.89300000000003,361.43800000000005,346.25199999999995,312.842,276.394,276.394,279.431,218.685,249.058,239.947,233.872,197.424,164.014,142.753,160.977,227.797,197.424,167.051,200.46200000000002,212.611,215.648,209.574,127.56700000000001,148.828,167.051,139.716,100.23100000000001,85.044
21,lee county,1081,43.15,41.327,38.288000000000004,43.15,46.18899999999999,55.305,38.288000000000004,37.073,41.327,45.581,53.482,48.62,38.288000000000004,52.266000000000005,54.696999999999996,49.835,46.18899999999999,37.68,37.073,39.504,35.857,31.603,47.403999999999996,54.696999999999996,53.482,86.3,1064.774,1059.912,1061.735,1050.188,1044.11,1237.982,1212.4560000000001,235.80599999999998,232.16,235.19799999999998,233.375,241.27599999999998,59.559,67.46,68.068,74.753,74.753,81.438,69.283,66.244,65.637,69.283,69.891,70.499,68.068,88.12299999999999,95.416,92.985,116.08,126.411,139.782,185.97099999999998,277.133,300.22700000000003,348.847,367.08,399.898,427.24699999999996,414.48400000000004,376.80300000000005,382.273,398.075,407.191,426.031,430.285,407.79900000000004,398.075,418.73800000000006,398.075,395.036,375.588,359.17900000000003,391.99699999999996,392.605,399.898,412.05300000000005,410.23,434.54,449.733,448.51800000000003,476.474,476.474,547.581,492.276,412.05300000000005,393.213,398.68199999999996,430.285,426.639,354.31699999999995,436.971,535.4259999999999,541.503,574.321,450.341,443.048,440.61699999999996,434.54,403.54400000000004,436.36300000000006,347.024,406.583,390.17400000000004,376.80300000000005,347.63199999999995,326.36,278.348,302.658,385.92,337.3,282.603,266.801,262.547,257.077,261.939,137.959,156.799,171.993,162.269,146.467,137.959
22,limestone county,1083,48.527,48.527,48.527,60.658,77.845,68.74600000000001,74.812,73.801,81.888,94.02,97.053,121.316,118.28299999999999,134.459,131.42600000000002,128.393,139.514,144.569,131.42600000000002,135.47,139.514,143.558,139.514,117.272,106.152,151.645,382.14599999999996,401.355,400.344,402.366,404.38800000000003,425.61800000000005,372.037,145.58,116.26100000000001,128.393,142.547,151.645,122.32700000000001,112.21799999999999,141.536,145.58,138.503,137.49200000000002,150.634,186.018,197.139,191.07299999999998,187.02900000000002,205.227,216.347,211.293,250.72,269.92900000000003,280.038,304.302,304.302,302.28,318.455,306.324,324.52099999999996,335.642,385.17900000000003,410.45300000000003,428.651,450.892,461.00199999999995,473.134,515.594,551.989,574.23,569.1759999999999,605.57,641.965,656.1189999999999,609.614,541.879,527.726,557.044,538.846,536.825,542.89,583.3290000000001,663.196,662.185,681.393,693.525,664.207,755.194,662.185,520.649,504.474,479.199,479.199,458.98,318.455,381.135,462.01300000000003,463.024,504.474,403.37699999999995,415.50800000000004,438.76099999999997,431.684,427.64,450.892,344.74,399.333,367.99300000000005,362.93800000000005,358.894,348.784,305.313,331.598,403.37699999999995,363.949,296.214,284.082,261.841,255.775,233.53400000000002,137.49200000000002,155.689,176.92,157.711,133.44799999999998,129.404
23,madison county,1089,36.738,39.688,51.218999999999994,58.191,54.169,57.655,46.391999999999996,49.61,50.413999999999994,32.448,40.760999999999996,51.218999999999994,45.318999999999996,42.638000000000005,37.275,30.302,30.302,15.017000000000001,0.0,0.0,0.0,5.3629999999999995,12.872,12.872,23.061999999999998,84.471,115.31,125.5,126.84100000000001,127.645,147.757,153.389,107.53299999999999,86.348,84.20299999999999,85.81200000000001,90.102,82.594,91.98,105.38799999999999,113.43299999999999,118.796,120.137,123.62299999999999,126.304,120.405,112.62799999999999,119.6,138.10299999999998,141.589,146.953,167.333,244.296,265.748,284.252,283.715,315.358,326.353,342.97900000000004,297.66,310.532,321.79400000000004,343.24699999999996,340.566,355.583,366.846,375.42699999999996,379.181,394.19800000000004,411.897,421.819,413.774,447.29400000000004,489.664,512.726,478.401,447.29400000000004,448.36699999999996,475.18300000000005,450.51199999999994,426.914,436.29900000000004,482.155,510.58,508.70300000000003,547.319,569.308,599.878,717.3330000000001,636.3480000000001,568.503,588.0790000000001,556.168,540.614,494.759,355.583,408.411,448.36699999999996,419.94199999999995,448.36699999999996,369.527,351.56,337.616,317.504,352.63300000000004,360.14099999999996,258.776,290.688,271.916,277.279,295.783,250.463,223.64700000000002,252.072,317.772,291.492,230.083,208.09400000000002,198.708,196.295,186.90900000000002,118.796,137.567,163.042,151.78,142.662,127.645
24,marion county,1093,67.32,67.32,84.15,87.516,90.882,87.516,67.32,70.686,74.05199999999999,84.15,107.711,84.15,80.78399999999999,124.541,121.175,138.005,121.175,181.763,228.887,249.083,262.547,262.547,242.351,242.351,171.665,181.763,848.2280000000001,807.836,811.202,811.202,831.398,858.326,854.96,185.12900000000002,168.299,164.933,168.299,144.737,134.639,114.443,121.175,148.10299999999998,148.10299999999998,144.737,154.835,131.273,111.07700000000001,114.443,134.639,138.005,148.10299999999998,151.469,168.299,198.593,205.325,195.227,245.717,265.913,309.67,353.42800000000005,356.79400000000004,444.31,548.655,514.995,541.923,639.5369999999999,700.125,821.3,787.64,730.418,750.6139999999999,710.222,720.32,700.125,666.465,720.32,700.125,690.0269999999999,676.563,605.877,636.1709999999999,582.315,525.0930000000001,552.021,545.289,575.5830000000001,612.609,599.145,760.712,676.563,582.315,589.047,622.707,572.217,494.8,343.33,444.31,552.021,528.4590000000001,589.047,498.166,535.191,518.361,474.60400000000004,464.506,528.4590000000001,393.82,488.06800000000004,498.166,494.8,504.898,424.11400000000003,353.42800000000005,380.356,380.356,282.743,212.05700000000002,191.861,259.181,279.377,259.181,188.495,245.717,262.547,225.521,158.201,131.273
25,marshall county,1095,37.2,35.133,31.0,35.133,40.3,36.167,25.833000000000002,28.933000000000003,28.933000000000003,43.4,53.733000000000004,68.2,72.333,75.433,73.367,76.467,59.933,53.733000000000004,49.6,46.5,50.633,50.633,52.7,60.967,60.967,171.53400000000002,227.334,224.234,232.5,236.63400000000001,252.13400000000001,265.567,180.834,129.167,127.1,121.934,119.867,103.334,96.1,65.1,69.233,75.433,82.667,82.667,83.7,90.934,112.634,117.8,144.667,136.4,149.834,166.36700000000002,191.167,214.93400000000003,321.367,339.967,374.06699999999995,373.034,389.56699999999995,388.534,446.401,370.967,379.23400000000004,390.601,399.901,415.401,451.56800000000004,451.56800000000004,523.901,577.634,555.934,553.868,600.368,627.235,713.0010000000001,636.535,576.601,630.335,634.4680000000001,649.9680000000001,686.135,618.9680000000001,742.9680000000001,811.168,767.768,820.4680000000001,842.168,847.335,1061.235,888.668,759.502,798.768,749.168,781.202,719.201,469.134,567.3009999999999,673.735,622.068,688.201,515.634,508.401,537.3340000000001,527.001,493.934,563.168,460.86800000000005,537.3340000000001,543.534,506.334,470.168,460.86800000000005,387.501,425.73400000000004,500.134,413.334,325.501,354.434,330.667,320.334,302.767,188.067,217.0,245.93400000000003,190.13400000000001,165.334,156.034
26,mobile county,1097,28.799,33.397,42.593,63.89,66.068,70.666,75.02199999999999,83.735,78.895,72.602,58.566,65.1,56.146,54.452,43.56100000000001,44.771,42.351000000000006,46.465,87.12299999999999,86.639,132.862,134.556,134.798,140.84799999999998,137.46,100.191,137.944,92.931,93.415,97.287,105.273,106.241,105.515,79.37899999999999,79.37899999999999,82.28299999999999,85.18700000000001,77.926,107.45100000000001,106.725,104.06299999999999,107.693,109.62899999999999,109.87100000000001,105.999,84.945,89.54299999999999,93.415,94.383,100.675,103.579,111.566,114.47,115.92200000000001,121.488,134.798,132.862,128.02200000000002,135.282,141.575,155.127,176.908,185.62,186.34599999999998,200.14,220.953,240.31400000000002,251.688,269.113,265.724,285.327,289.925,344.135,514.992,549.115,837.347,844.123,856.465,890.1039999999999,869.534,741.7539999999999,750.7080000000001,523.221,578.882,581.7869999999999,604.0509999999999,653.179,672.7810000000001,914.063,793.059,696.982,721.909,730.863,747.32,730.137,505.796,649.549,731.831,727.959,879.2139999999999,735.2189999999999,787.2510000000001,835.169,848.4789999999999,901.721,1042.569,799.5930000000001,998.7660000000001,1059.994,1040.633,1044.505,1030.711,902.205,986.423,1129.208,924.4689999999999,790.155,764.7439999999999,761.5980000000001,753.37,738.123,467.801,540.403,599.211,544.033,486.435,454.49
27,montgomery county,1101,11.48,14.57,18.544,22.959,24.284000000000002,26.933000000000003,33.998000000000005,36.647,36.205,33.115,37.088,46.36,44.153,37.53,30.906999999999996,30.024,28.699,20.31,7.064,6.622999999999999,10.597000000000001,14.129000000000001,16.778,23.843000000000004,23.843000000000004,42.387,71.086,69.76100000000001,68.878,68.437,64.02199999999999,75.06,72.411,51.659,56.074,64.02199999999999,67.554,76.384,83.007,82.124,87.42299999999999,99.344,94.046,92.721,87.42299999999999,84.33200000000001,78.592,80.8,79.917,96.25299999999999,97.57799999999999,116.564,122.303,138.19799999999998,159.392,159.392,154.535,170.87099999999998,172.638,183.234,197.805,202.662,232.685,238.425,244.165,260.943,281.695,290.084,294.499,304.655,327.61400000000003,346.6,339.535,352.781,347.92400000000004,359.404,333.35400000000004,343.06800000000004,344.392,366.027,373.091,428.283,441.97,487.889,504.225,498.04400000000004,547.937,563.39,680.837,609.751,531.159,490.097,501.57599999999996,492.746,453.00800000000004,295.824,378.39,433.139,463.163,537.7819999999999,434.905,457.865,460.95599999999996,437.11300000000006,448.151,468.462,338.211,388.98699999999997,361.17,356.31300000000005,335.12,309.51099999999997,263.592,286.993,324.965,282.137,225.179,216.34900000000002,208.40099999999998,191.18200000000002,181.91,122.745,141.289,158.95,146.58700000000002,136.874,126.277
28,morgan county,1103,80.215,90.241,102.775,111.96600000000001,111.131,104.446,81.05,82.721,84.39200000000001,101.104,108.624,142.047,145.389,177.141,175.46900000000002,167.949,172.963,173.798,148.731,158.75799999999998,163.77100000000002,157.08700000000002,152.909,142.882,133.691,157.08700000000002,727.78,755.3539999999999,759.5319999999999,766.216,759.5319999999999,881.525,868.1560000000001,287.436,236.46599999999998,244.822,252.342,242.315,142.047,137.033,145.389,146.224,147.89600000000002,147.06,161.265,166.278,178.812,201.372,220.59,233.959,244.822,256.52,307.48900000000003,319.187,320.858,320.858,322.529,313.33799999999997,322.529,293.285,295.791,290.778,345.09,353.445,370.99199999999996,417.784,439.509,454.54900000000004,477.945,466.24699999999996,516.381,520.559,530.586,578.2130000000001,613.307,616.65,606.623,589.076,633.361,637.539,618.321,616.65,627.512,670.1260000000001,717.753,748.669,741.985,758.696,909.0989999999999,822.199,711.904,635.0319999999999,563.173,568.187,521.395,330.05,393.55300000000005,457.056,469.589,531.422,421.12699999999995,396.059,394.38800000000003,378.51300000000003,365.97900000000004,381.019,276.573,319.187,315.009,308.325,294.12,264.875,219.755,238.97299999999998,304.982,257.355,207.22099999999998,196.359,206.385,191.345,193.016,94.419,116.98,132.855,132.855,115.30799999999999,111.131
29,pickens county,1107,50.176,55.193000000000005,60.211000000000006,85.29899999999999,70.24600000000001,55.193000000000005,60.211000000000006,60.211000000000006,55.193000000000005,120.421,130.457,145.509,165.58,170.597,170.597,180.632,130.457,110.38600000000001,115.404,115.404,130.457,130.457,135.474,140.49200000000002,130.457,240.843,416.458,421.475,431.51,421.475,426.49300000000005,421.475,356.24699999999996,165.58,125.439,120.421,120.421,105.369,110.38600000000001,60.211000000000006,75.263,80.281,85.29899999999999,95.334,85.29899999999999,90.316,75.263,75.263,105.369,105.369,105.369,120.421,160.562,160.562,200.702,195.685,245.861,270.948,381.335,391.37,391.37,366.282,346.212,301.05400000000003,286.001,175.615,165.58,215.755,280.983,376.31699999999995,416.458,391.37,391.37,386.352,386.352,366.282,265.931,245.861,270.948,336.17699999999996,386.352,451.58099999999996,391.37,536.879,526.844,577.02,541.8969999999999,531.862,566.984,546.914,396.38699999999994,441.545,426.49300000000005,426.49300000000005,401.405,286.001,361.264,431.51,371.3,381.335,331.159,361.264,411.44,426.49300000000005,396.38699999999994,436.528,366.282,406.42199999999997,366.282,316.106,235.825,296.036,255.896,270.948,491.721,441.545,396.38699999999994,406.42199999999997,321.124,321.124,306.07099999999997,50.176,60.211000000000006,70.24600000000001,85.29899999999999,70.24600000000001,60.211000000000006
30,russell county,1113,43.132,43.132,37.957,37.957,27.605,36.231,39.681999999999995,36.231,41.407,44.858000000000004,53.483999999999995,65.561,48.308,43.132,44.858000000000004,41.407,37.957,32.781,34.506,36.231,36.231,43.132,41.407,44.858000000000004,44.858000000000004,53.483999999999995,1064.509,1055.882,1054.157,1059.333,1080.037,1202.5330000000001,1202.5330000000001,191.50799999999998,193.233,188.05700000000002,184.607,181.15599999999998,77.638,70.737,74.188,87.99,94.891,98.34200000000001,87.99,75.913,75.913,77.638,77.638,79.36399999999999,74.188,87.99,103.51799999999999,112.14399999999999,138.024,138.024,151.826,182.882,208.761,213.937,226.014,224.28900000000002,239.81599999999997,241.542,236.36599999999999,212.21200000000002,212.21200000000002,203.585,205.31,219.113,229.465,241.542,267.421,288.125,291.575,289.85,277.77299999999997,277.77299999999997,282.949,274.322,258.795,284.67400000000004,282.949,301.927,317.455,317.455,348.51,377.84,445.12699999999995,415.79699999999997,362.31300000000005,345.06,338.158,326.08099999999996,312.279,220.838,250.168,281.224,269.147,301.927,239.81599999999997,238.09099999999998,255.34400000000002,291.575,296.751,343.334,272.597,329.532,308.828,282.949,239.81599999999997,219.113,167.354,189.783,276.048,246.718,222.563,250.168,253.61900000000003,248.44299999999998,231.19,103.51799999999999,115.595,125.947,79.36399999999999,67.28699999999999,72.46300000000001
31,st. clair county,1115,53.623999999999995,48.038000000000004,34.632,49.155,52.507,62.56100000000001,59.21,67.03,77.085,89.37299999999999,83.788,70.382,56.976000000000006,39.101,31.281,30.164,23.461,36.867,59.21,68.14699999999999,82.67,83.788,86.022,90.491,77.085,100.545,661.3639999999999,661.3639999999999,675.887,675.887,688.176,736.2139999999999,708.285,154.16899999999998,172.044,159.755,158.638,153.05200000000002,110.6,106.131,112.834,97.194,101.662,103.897,109.48299999999999,121.771,140.763,155.286,183.21599999999998,197.739,202.208,207.793,212.262,206.676,212.262,216.731,235.72299999999998,256.949,281.526,332.916,366.431,404.415,456.92199999999997,469.211,504.96,552.998,540.71,568.639,561.936,593.217,622.263,603.271,637.903,653.544,699.3480000000001,808.83,736.2139999999999,731.745,764.143,783.135,846.814,868.04,785.37,910.492,891.5010000000001,883.68,862.454,850.165,1045.67,945.125,759.675,742.9169999999999,746.2689999999999,794.307,732.863,508.31199999999995,652.4259999999999,796.541,815.533,887.0319999999999,706.051,708.285,659.13,596.568,521.7180000000001,559.701,405.532,496.023,485.968,488.20300000000003,463.625,460.273,394.361,423.407,466.976,398.829,319.51,296.05,281.526,270.355,264.769,165.34099999999998,187.68400000000003,212.262,212.262,218.965,211.145
