,location,FIPS,2021-11-28,2021-11-27,2021-11-26,2021-11-25,2021-11-24,2021-11-23,2021-11-22,2021-11-21,2021-11-20,2021-11-19,2021-11-18,2021-11-17,2021-11-16,2021-11-15,2021-11-14,2021-11-13,2021-11-12,2021-11-11,2021-11-10,2021-11-09,2021-11-08,2021-11-07,2021-11-06,2021-11-05,2021-11-04,2021-11-03,2021-11-02,2021-11-01,2021-10-31,2021-10-30,2021-10-29,2021-10-28,2021-10-27,2021-10-26,2021-10-25,2021-10-24,2021-10-23,2021-10-22,2021-10-21,2021-10-20,2021-10-19,2021-10-18,2021-10-17,2021-10-16,2021-10-15,2021-10-14,2021-10-13,2021-10-12,2021-10-11,2021-10-10,2021-10-09,2021-10-08,2021-10-07,2021-10-06,2021-10-05,2021-10-04,2021-10-03,2021-10-02,2021-10-01,2021-09-30,2021-09-29,2021-09-28,2021-09-27,2021-09-26,2021-09-25,2021-09-24,2021-09-23,2021-09-22,2021-09-21,2021-09-20,2021-09-19,2021-09-18,2021-09-17,2021-09-16,2021-09-15,2021-09-14,2021-09-13,2021-09-12,2021-09-11,2021-09-10,2021-09-09,2021-09-08,2021-09-07,2021-09-06,2021-09-05,2021-09-04,2021-09-03,2021-09-02,2021-09-01,2021-08-31,2021-08-30,2021-08-29,2021-08-28,2021-08-27,2021-08-26,2021-08-25,2021-08-24,2021-08-23,2021-08-22,2021-08-21,2021-08-20,2021-08-19,2021-08-18,2021-08-17,2021-08-16,2021-08-15,2021-08-14,2021-08-13,2021-08-12,2021-08-11,2021-08-10,2021-08-09,2021-08-08,2021-08-07,2021-08-06,2021-08-05,2021-08-04,2021-08-03,2021-08-02,2021-08-01,2021-07-31,2021-07-30,2021-07-29,2021-07-28,2021-07-27,2021-07-26,2021-07-25
530,grant county,21081,327.097,327.097,327.097,410.866,510.591,482.668,386.93199999999996,362.99800000000005,362.99800000000005,362.99800000000005,394.91,295.185,295.185,347.042,446.767,446.767,446.767,378.954,430.811,414.855,382.94300000000004,279.22900000000004,279.22900000000004,279.22900000000004,271.251,331.086,307.152,327.097,347.042,347.042,347.042,327.097,287.207,343.05300000000005,418.844,418.844,418.844,418.844,466.712,466.712,422.833,343.05300000000005,406.87699999999995,406.87699999999995,406.87699999999995,422.833,470.70099999999996,542.503,546.492,498.624,498.624,498.624,530.536,478.67900000000003,386.93199999999996,414.855,438.789,438.789,438.789,454.745,534.525,622.283,634.249,578.404,578.404,578.404,554.47,570.4259999999999,654.194,630.26,809.765,809.765,809.765,777.8530000000001,690.095,558.4590000000001,710.04,450.756,450.756,450.756,466.712,446.767,534.525,386.93199999999996,562.448,562.448,562.448,610.316,606.327,498.624,558.4590000000001,466.712,466.712,466.712,394.91,446.767,430.811,370.976,370.976,370.976,370.976,370.976,331.086,374.965,366.98699999999997,327.097,327.097,327.097,295.185,267.262,267.262,259.284,259.284,259.284,259.284,239.33900000000003,271.251,227.372,191.472,175.516,175.516,175.516,183.49400000000003,131.637,135.626,131.637,107.70299999999999
531,graves county,21083,152.954,152.954,152.954,190.52200000000002,201.25599999999997,139.537,152.954,139.537,139.537,139.537,136.85399999999998,126.12,150.27100000000002,101.97,195.889,195.889,195.889,198.572,241.507,222.72299999999998,230.773,123.43700000000001,123.43700000000001,123.43700000000001,99.286,56.352,50.985,32.201,72.452,72.452,72.452,83.186,104.65299999999999,155.638,166.37099999999998,163.688,163.688,163.688,158.321,182.472,158.321,179.78900000000002,155.638,155.638,155.638,155.638,163.688,158.321,142.221,214.673,214.673,214.673,271.025,257.607,276.39099999999996,322.009,303.225,303.225,303.225,287.125,316.643,362.26099999999997,364.944,491.064,491.064,491.064,609.134,681.586,727.204,735.255,772.822,772.822,772.822,778.189,802.34,831.857,1143.133,893.576,893.576,893.576,923.0930000000001,1033.113,998.2289999999999,831.857,1231.6860000000001,1231.6860000000001,1231.6860000000001,1226.319,1143.133,1245.103,1132.4,1046.53,1046.53,1046.53,998.2289999999999,941.877,802.34,799.6569999999999,823.807,823.807,823.807,826.4910000000001,772.822,818.44,770.1389999999999,601.0840000000001,601.0840000000001,601.0840000000001,499.11400000000003,469.597,410.56199999999995,383.728,308.592,308.592,308.592,281.758,252.24099999999999,220.04,217.356,182.472,182.472,182.472,169.055,169.055,144.904,136.85399999999998,107.336
532,grayson county,21085,219.47299999999998,219.47299999999998,219.47299999999998,219.47299999999998,242.17700000000002,204.33599999999998,185.416,151.36,151.36,151.36,174.06400000000002,151.36,181.632,162.71200000000002,211.90400000000002,211.90400000000002,211.90400000000002,200.55200000000002,234.609,189.2,234.609,192.984,192.984,192.984,192.984,215.68900000000002,227.041,196.768,321.64099999999996,321.64099999999996,321.64099999999996,336.777,389.75300000000004,416.241,408.673,348.129,348.129,348.129,359.481,359.481,442.72900000000004,488.13699999999994,499.48900000000003,499.48900000000003,499.48900000000003,507.05699999999996,461.649,438.945,525.977,665.9860000000001,665.9860000000001,665.9860000000001,787.074,843.834,874.1060000000001,809.778,771.938,771.938,771.938,715.178,753.018,798.426,756.802,870.322,870.322,870.322,957.3539999999999,893.0260000000001,794.6419999999999,980.058,915.73,915.73,915.73,904.378,1282.779,1324.4029999999998,1577.932,1282.779,1282.779,1282.779,1237.371,889.242,934.65,684.9060000000001,1025.4660000000001,1025.4660000000001,1025.4660000000001,1082.2269999999999,1203.315,1142.771,1078.443,1116.2830000000001,1116.2830000000001,1116.2830000000001,1010.33,911.946,802.21,684.9060000000001,578.953,578.953,578.953,665.9860000000001,522.193,567.601,609.225,529.761,529.761,529.761,389.75300000000004,442.72900000000004,397.32099999999997,351.913,227.041,227.041,227.041,234.609,200.55200000000002,227.041,211.90400000000002,174.06400000000002,174.06400000000002,174.06400000000002,155.144,162.71200000000002,132.44,113.52,105.95200000000001
533,green county,21087,173.65900000000002,173.65900000000002,173.65900000000002,228.498,292.478,283.33799999999997,265.058,319.89799999999997,319.89799999999997,319.89799999999997,438.717,374.73699999999997,338.17800000000005,447.85699999999997,356.457,356.457,356.457,237.638,255.918,338.17800000000005,237.638,201.079,201.079,201.079,594.096,767.7539999999999,804.314,1005.393,1151.631,1151.631,1151.631,731.195,566.6759999999999,557.536,411.29699999999997,365.597,365.597,365.597,438.717,511.836,447.85699999999997,475.276,484.416,484.416,484.416,447.85699999999997,566.6759999999999,612.375,630.655,676.355,676.355,676.355,795.174,731.195,786.034,904.8530000000001,1014.5319999999999,1014.5319999999999,1014.5319999999999,1014.5319999999999,950.553,959.693,859.154,904.8530000000001,904.8530000000001,904.8530000000001,904.8530000000001,932.273,877.434,959.693,941.413,941.413,941.413,941.413,932.273,877.434,977.9730000000001,667.215,667.215,667.215,621.515,685.495,895.7130000000001,648.935,1051.0919999999999,1051.0919999999999,1051.0919999999999,1169.911,1142.492,950.553,1032.812,941.413,941.413,941.413,831.7339999999999,886.573,959.693,859.154,850.0139999999999,850.0139999999999,850.0139999999999,877.434,749.4739999999999,731.195,786.034,575.816,575.816,575.816,502.69599999999997,447.85699999999997,338.17800000000005,283.33799999999997,310.758,310.758,310.758,301.618,319.89799999999997,347.31699999999995,310.758,210.218,210.218,210.218,182.799,173.65900000000002,118.819,146.239,127.959
534,greenup county,21089,213.687,213.687,213.687,273.52,330.50300000000004,333.352,347.598,310.559,310.559,310.559,321.95599999999996,264.972,273.52,267.822,250.727,250.727,250.727,216.537,310.559,302.012,304.861,302.012,302.012,302.012,319.106,247.877,247.877,302.012,284.91700000000003,284.91700000000003,284.91700000000003,267.822,299.16200000000003,296.313,250.727,302.012,302.012,302.012,321.95599999999996,333.352,347.598,370.39099999999996,341.9,341.9,341.9,341.9,350.44699999999995,390.336,367.542,390.336,390.336,390.336,455.866,453.017,430.224,441.621,501.45300000000003,501.45300000000003,501.45300000000003,492.906,566.984,578.381,641.062,783.52,783.52,783.52,854.75,823.409,963.018,977.2639999999999,1000.057,1000.057,1000.057,1002.9060000000001,1020.0010000000001,914.582,1108.325,763.576,763.576,763.576,712.291,732.235,749.33,527.096,957.32,957.32,957.32,906.035,863.297,863.297,846.202,663.855,663.855,663.855,643.911,661.0060000000001,561.286,544.191,481.509,481.509,481.509,478.66,415.978,424.526,413.129,373.241,373.241,373.241,376.09,370.39099999999996,347.598,324.805,262.123,262.123,262.123,236.481,216.537,219.386,210.838,182.347,182.347,182.347,162.40200000000002,139.609,125.363,122.514,170.95
535,hardin county,21093,174.84099999999998,174.84099999999998,174.84099999999998,194.668,242.43400000000003,231.61900000000003,241.533,219.903,219.903,219.903,267.66900000000004,219.903,221.706,208.187,185.65599999999998,185.65599999999998,185.65599999999998,139.692,173.03799999999998,150.507,140.594,148.705,148.705,148.705,152.31,150.507,174.84099999999998,157.717,166.73,166.73,166.73,186.55700000000002,182.051,179.347,200.076,204.582,204.582,204.582,204.582,228.915,237.928,259.558,323.546,323.546,323.546,314.533,299.212,300.11400000000003,313.632,287.496,287.496,287.496,337.064,379.423,420.88,427.189,488.473,488.473,488.473,486.671,511.004,550.659,569.585,596.622,596.622,596.622,619.153,651.5980000000001,694.8580000000001,704.7710000000001,748.0310000000001,748.0310000000001,748.0310000000001,799.4019999999999,810.216,792.192,1080.589,848.069,848.069,848.069,841.76,865.192,884.118,658.808,913.8589999999999,913.8589999999999,913.8589999999999,863.39,832.748,792.192,798.5,750.735,750.735,750.735,779.574,766.056,720.9939999999999,652.499,638.981,638.981,638.981,619.153,565.0790000000001,571.387,541.646,498.38699999999994,498.38699999999994,498.38699999999994,450.621,437.102,401.05300000000005,377.62,317.237,317.237,317.237,289.29900000000004,261.36,230.718,236.125,200.076,200.076,200.076,192.86599999999999,176.643,169.433,155.915,129.779
536,harlan county,21095,315.263,315.263,315.263,380.62300000000005,488.274,445.98199999999997,388.31199999999995,361.399,361.399,361.399,346.02099999999996,238.37,222.99099999999999,238.37,253.74900000000002,253.74900000000002,253.74900000000002,257.593,322.953,311.41900000000004,253.74900000000002,253.74900000000002,253.74900000000002,253.74900000000002,219.146,211.457,184.544,199.923,219.146,219.146,219.146,299.885,280.661,315.263,307.574,272.972,272.972,272.972,234.525,242.215,284.506,315.263,407.536,407.536,407.536,426.759,488.274,665.1289999999999,630.5269999999999,715.11,715.11,715.11,841.9839999999999,907.3430000000001,834.294,888.12,1014.9939999999999,1014.9939999999999,1014.9939999999999,953.4789999999999,903.4989999999999,1038.062,1007.305,1191.849,1191.849,1191.849,1237.985,1395.6170000000002,1241.83,1380.2379999999998,1153.403,1153.403,1153.403,1180.315,1211.073,1272.587,1476.355,1172.626,1172.626,1172.626,1107.266,907.3430000000001,884.275,576.701,880.431,880.431,880.431,911.188,976.547,934.2560000000001,972.703,880.431,880.431,880.431,811.2260000000001,745.867,653.595,638.216,495.963,495.963,495.963,415.225,346.02099999999996,338.33099999999996,292.195,322.953,322.953,322.953,319.108,319.108,322.953,365.244,311.41900000000004,311.41900000000004,311.41900000000004,342.176,322.953,311.41900000000004,211.457,196.078,196.078,196.078,142.253,134.564,76.89399999999999,103.806,107.65100000000001
537,harrison county,21097,248.862,248.862,248.862,307.106,354.76,370.645,354.76,365.35,365.35,365.35,465.954,418.29900000000004,465.954,450.069,497.723,497.723,497.723,386.53,418.29900000000004,328.286,333.58,195.912,195.912,195.912,169.438,185.322,190.61700000000002,164.143,201.207,201.207,201.207,227.68200000000002,222.387,312.401,413.004,397.12,397.12,397.12,423.594,524.198,571.852,545.378,577.1469999999999,577.1469999999999,577.1469999999999,529.493,465.954,434.184,444.774,465.954,465.954,465.954,582.442,635.391,598.327,635.391,767.7639999999999,767.7639999999999,767.7639999999999,741.29,730.7,746.585,778.3539999999999,757.175,757.175,757.175,905.433,942.497,990.1510000000001,953.087,1016.6260000000001,1016.6260000000001,1016.6260000000001,841.893,884.253,926.612,1239.013,937.202,937.202,937.202,1000.7410000000001,937.202,884.253,587.737,799.534,799.534,799.534,757.175,773.059,746.585,735.995,757.175,757.175,757.175,714.815,645.981,593.0319999999999,534.788,465.954,465.954,465.954,497.723,508.31300000000005,450.069,423.594,386.53,386.53,386.53,312.401,248.862,270.041,222.387,164.143,164.143,164.143,142.963,137.668,116.488,137.668,79.42399999999999,79.42399999999999,79.42399999999999,105.899,84.719,79.42399999999999,74.12899999999999,79.42399999999999
538,hart county,21099,178.618,178.618,178.618,189.125,220.646,241.66,210.139,210.139,210.139,210.139,246.91400000000002,215.393,194.37900000000002,210.139,178.618,178.618,178.618,162.858,199.632,189.125,178.618,204.886,204.886,204.886,215.393,189.125,220.646,294.195,309.955,309.955,309.955,299.448,294.195,241.66,157.60399999999998,183.872,183.872,183.872,215.393,241.66,288.941,304.702,252.167,252.167,252.167,257.421,278.434,236.407,252.167,304.702,304.702,304.702,325.716,315.209,362.49,378.251,436.039,436.039,436.039,420.278,446.546,598.8969999999999,609.404,866.824,866.824,866.824,971.8939999999999,1087.47,977.1469999999999,1187.287,987.654,987.654,987.654,956.133,929.8660000000001,919.3589999999999,1092.724,872.078,872.078,872.078,861.571,819.543,803.783,451.79900000000004,740.7410000000001,740.7410000000001,740.7410000000001,714.4730000000001,730.2339999999999,735.487,756.5010000000001,609.404,609.404,609.404,588.39,514.841,483.32,425.532,425.532,425.532,425.532,457.05300000000005,488.574,462.306,436.039,504.334,504.334,504.334,525.3480000000001,520.095,635.6709999999999,667.192,646.178,646.178,646.178,572.629,530.602,478.06699999999995,472.81300000000005,320.462,320.462,320.462,283.688,288.941,278.434,252.167,278.434
539,henderson county,21101,141.562,141.562,141.562,141.562,150.409,172.528,161.469,115.01899999999999,115.01899999999999,115.01899999999999,172.528,163.681,141.562,145.985,159.257,159.257,159.257,132.714,157.045,134.92600000000002,145.985,126.07799999999999,126.07799999999999,126.07799999999999,139.35,137.138,157.045,139.35,145.985,145.985,145.985,126.07799999999999,119.443,108.383,103.959,110.595,110.595,110.595,115.01899999999999,161.469,203.495,216.766,236.673,236.673,236.673,320.726,303.03,289.759,329.57300000000004,404.778,404.778,404.778,387.082,378.235,380.44699999999995,380.44699999999995,309.666,309.666,309.666,269.85200000000003,265.428,300.818,256.58,318.514,318.514,318.514,316.302,389.29400000000004,473.347,533.068,599.425,599.425,599.425,630.3919999999999,639.239,603.849,840.5219999999999,650.299,650.299,650.299,714.444,802.92,836.0980000000001,572.882,780.801,780.801,780.801,765.317,703.3839999999999,679.053,816.191,771.953,771.953,771.953,796.284,809.555,809.555,683.477,714.444,714.444,714.444,625.9680000000001,557.399,577.306,557.399,495.466,495.466,495.466,513.161,493.254,471.135,473.347,457.86300000000006,457.86300000000006,457.86300000000006,435.744,440.168,376.023,347.26800000000003,300.818,300.818,300.818,309.666,280.911,223.40200000000002,236.673,192.435
540,henry county,21103,297.656,297.656,297.656,297.656,353.466,403.07599999999996,365.869,322.461,322.461,322.461,415.478,359.668,303.857,310.058,297.656,297.656,297.656,210.84,217.041,192.236,179.834,99.219,99.219,99.219,186.035,235.644,279.052,279.052,359.668,359.668,359.668,291.455,279.052,254.248,260.449,272.851,272.851,272.851,291.455,316.259,372.07,384.472,384.472,384.472,384.472,378.27099999999996,372.07,347.265,378.27099999999996,409.277,409.277,409.277,508.496,477.49,465.087,427.88,465.087,465.087,465.087,452.685,545.703,576.7080000000001,632.519,663.525,663.525,663.525,607.714,558.105,527.099,533.3,576.7080000000001,576.7080000000001,576.7080000000001,582.91,688.329,762.743,1016.9910000000001,750.341,750.341,750.341,775.1460000000001,812.3530000000001,824.755,551.904,818.554,818.554,818.554,799.95,806.1519999999999,793.7489999999999,806.1519999999999,744.14,744.14,744.14,756.5419999999999,663.525,644.9209999999999,657.324,781.347,781.347,781.347,787.548,700.732,725.5360000000001,669.7260000000001,551.904,551.904,551.904,564.306,570.507,508.496,496.093,434.082,434.082,434.082,365.869,353.466,328.662,303.857,217.041,217.041,217.041,192.236,173.63299999999998,136.42600000000002,142.627,117.822
541,hopkins county,21107,299.87,299.87,299.87,308.822,418.476,481.135,456.519,414.0,414.0,414.0,490.086,380.43199999999996,355.816,389.384,355.816,355.816,355.816,353.57800000000003,443.092,396.097,349.103,333.43800000000005,333.43800000000005,333.43800000000005,277.492,277.492,306.584,346.865,358.05400000000003,358.05400000000003,358.05400000000003,387.14599999999996,418.476,411.76199999999994,375.957,398.335,398.335,398.335,396.097,393.85900000000004,380.43199999999996,396.097,418.476,418.476,418.476,396.097,367.005,427.42699999999996,440.85400000000004,449.805,449.805,449.805,505.751,507.98900000000003,507.98900000000003,510.227,548.27,548.27,548.27,532.605,499.038,505.751,550.508,628.832,628.832,628.832,660.1619999999999,734.0110000000001,745.2,720.584,678.065,678.065,678.065,687.0160000000001,660.1619999999999,657.924,857.092,666.8760000000001,666.8760000000001,666.8760000000001,660.1619999999999,736.248,716.1080000000001,557.221,776.53,776.53,776.53,776.53,772.054,785.4810000000001,740.7239999999999,707.1569999999999,707.1569999999999,707.1569999999999,689.2539999999999,615.405,593.0269999999999,568.411,541.557,541.557,541.557,530.367,447.56699999999995,382.67,393.85900000000004,402.811,402.811,402.811,436.37800000000004,449.805,431.903,387.14599999999996,346.865,346.865,346.865,295.395,311.059,373.719,378.195,328.962,328.962,328.962,335.676,324.486,277.492,295.395,259.589
542,jackson county,21109,157.55100000000002,157.55100000000002,157.55100000000002,202.56599999999997,285.093,337.61,375.12199999999996,442.644,442.644,442.644,480.156,397.629,345.11199999999997,292.595,210.06799999999998,210.06799999999998,210.06799999999998,180.05900000000003,255.083,240.078,270.08799999999997,330.10699999999997,330.10699999999997,330.10699999999997,367.619,352.615,397.629,435.14099999999996,412.634,412.634,412.634,367.619,420.13699999999994,435.14099999999996,405.13199999999995,412.634,412.634,412.634,457.649,390.12699999999995,405.13199999999995,465.151,495.161,495.161,495.161,457.649,502.663,472.654,420.13699999999994,427.639,427.639,427.639,450.14599999999996,435.14099999999996,412.634,435.14099999999996,495.161,495.161,495.161,555.18,637.707,667.717,690.2239999999999,832.7710000000001,832.7710000000001,832.7710000000001,922.8,892.79,960.312,960.312,1005.327,1005.327,1005.327,975.317,960.312,900.293,1312.9270000000001,937.805,937.805,937.805,900.293,900.293,885.288,405.13199999999995,750.2439999999999,750.2439999999999,750.2439999999999,780.2539999999999,862.78,945.307,1057.844,1192.888,1192.888,1192.888,1215.395,1237.902,1200.39,1080.351,870.283,870.283,870.283,780.2539999999999,675.2189999999999,705.2289999999999,742.7410000000001,645.21,645.21,645.21,660.215,630.205,540.1759999999999,510.166,472.654,472.654,472.654,472.654,480.156,600.195,637.707,630.205,630.205,630.205,585.19,540.1759999999999,382.624,337.61,255.083
543,jefferson county,21111,138.114,138.114,138.114,165.372,191.977,189.49900000000002,180.109,163.80700000000002,163.80700000000002,163.80700000000002,191.717,165.111,167.71900000000002,173.067,161.72,161.72,161.72,134.202,167.328,165.24099999999999,159.112,160.155,160.155,160.155,159.503,156.764,154.025,158.19899999999998,174.50099999999998,174.50099999999998,174.50099999999998,178.023,179.457,184.935,181.674,201.498,201.498,201.498,208.801,231.625,243.232,254.709,273.22900000000004,273.22900000000004,273.22900000000004,275.315,279.228,271.664,284.314,269.577,269.577,269.577,322.658,290.835,368.565,566.5419999999999,582.192,582.192,582.192,553.63,583.366,521.156,326.309,352.26300000000003,352.26300000000003,352.26300000000003,358.784,362.305,391.12800000000004,410.691,432.21,432.21,432.21,438.861,453.077,432.73199999999997,581.149,433.384,433.384,433.384,426.341,449.686,466.38,318.745,493.898,493.898,493.898,490.37699999999995,492.20300000000003,495.20300000000003,497.811,489.986,489.986,489.986,491.681,473.55300000000005,444.07800000000003,422.42800000000005,375.217,375.217,375.217,369.60900000000004,329.17900000000003,319.788,296.574,280.14099999999996,280.14099999999996,280.14099999999996,257.97,260.839,253.535,251.31799999999998,216.105,216.105,216.105,203.063,184.15200000000002,166.285,155.59,131.463,131.463,131.463,120.508,109.291,100.29299999999999,99.249,78.12100000000001
544,jessamine county,21113,179.248,179.248,179.248,234.685,269.796,251.317,245.773,238.38099999999997,238.38099999999997,238.38099999999997,256.86,221.75,223.59799999999998,236.533,188.487,188.487,188.487,127.506,127.506,101.635,90.54799999999999,81.308,81.308,81.308,94.244,121.962,158.921,142.29,168.16,168.16,168.16,181.09599999999998,199.575,182.94400000000002,201.423,192.183,192.183,192.183,188.487,188.487,212.51,230.99,258.70799999999997,258.70799999999997,258.70799999999997,243.925,256.86,245.773,243.925,255.012,255.012,255.012,330.777,340.017,413.93300000000005,419.477,456.435,456.435,456.435,471.219,526.656,532.2,535.896,768.7330000000001,768.7330000000001,768.7330000000001,796.452,850.0419999999999,866.673,890.696,964.612,964.612,964.612,951.677,864.825,794.6039999999999,1036.681,604.269,604.269,604.269,583.942,593.181,574.702,362.19199999999995,582.094,582.094,582.094,606.117,587.637,659.706,652.315,609.812,609.812,609.812,571.006,574.702,530.352,491.546,471.219,471.219,471.219,445.348,417.629,449.04400000000004,441.652,380.671,380.671,380.671,358.496,349.256,286.427,262.404,218.054,218.054,218.054,210.662,164.465,158.921,162.61700000000002,149.681,149.681,149.681,118.26700000000001,138.594,107.179,64.67699999999999,25.871
545,johnson county,21115,148.72899999999998,148.72899999999998,148.72899999999998,166.757,279.43,265.909,292.95099999999996,256.89599999999996,256.89599999999996,256.89599999999996,283.937,171.264,184.785,153.236,121.68700000000001,121.68700000000001,121.68700000000001,148.72899999999998,175.771,252.389,279.43,283.937,283.937,283.937,211.826,270.416,180.278,148.72899999999998,180.278,180.278,180.278,198.305,162.25,148.72899999999998,166.757,157.743,157.743,157.743,162.25,171.264,180.278,180.278,193.798,193.798,193.798,243.375,229.854,238.868,238.868,265.909,265.909,265.909,261.403,265.909,274.923,301.965,365.06199999999995,365.06199999999995,365.06199999999995,455.20099999999996,495.76300000000003,558.861,671.534,694.069,694.069,694.069,712.097,788.715,833.784,793.222,1027.5819999999999,1027.5819999999999,1027.5819999999999,1041.103,1158.2839999999999,1185.325,1347.575,946.4580000000001,946.4580000000001,946.4580000000001,910.4019999999999,793.222,766.18,572.381,793.222,793.222,793.222,739.138,676.041,603.93,698.576,779.701,779.701,779.701,770.687,766.18,811.2489999999999,707.59,545.34,545.34,545.34,522.805,603.93,558.861,527.312,554.354,554.354,554.354,576.888,437.173,446.18699999999995,450.694,338.02099999999996,338.02099999999996,338.02099999999996,315.486,301.965,265.909,225.347,202.812,202.812,202.812,153.236,135.208,99.15299999999999,103.66,153.236
546,kenton county,21117,216.769,216.769,216.769,271.26099999999997,314.974,296.411,275.452,256.889,256.889,256.889,278.44599999999997,234.733,211.979,223.356,204.793,204.793,204.793,155.69,188.625,206.58900000000003,185.63099999999997,189.82299999999998,189.82299999999998,189.82299999999998,184.433,186.829,180.84,180.84,159.283,159.283,159.283,161.08,152.696,157.487,163.475,222.757,222.757,222.757,232.937,263.476,244.91299999999998,255.692,276.65,276.65,276.65,292.219,282.039,322.16,326.95,313.776,313.776,313.776,355.094,359.286,370.064,397.01099999999997,445.514,445.514,445.514,411.981,425.754,402.999,379.645,380.244,380.244,380.244,392.819,401.202,423.957,428.149,453.29900000000004,453.29900000000004,453.29900000000004,456.892,435.93300000000005,414.376,552.102,368.26800000000003,368.26800000000003,368.26800000000003,370.064,364.675,368.26800000000003,234.733,353.89599999999996,353.89599999999996,353.89599999999996,347.908,361.082,338.327,347.31,341.32099999999997,341.32099999999997,341.32099999999997,313.177,311.98,308.986,288.626,255.093,255.093,255.093,267.069,237.12900000000002,242.518,235.332,226.949,226.949,226.949,202.99599999999998,194.014,185.032,177.248,137.127,137.127,137.127,130.54,125.75,109.58200000000001,96.40799999999999,77.845,77.845,77.845,67.665,62.875,61.677,54.492,52.096000000000004
547,knott county,21119,74.294,74.294,74.294,128.326,182.358,175.604,195.86700000000002,263.407,263.407,263.407,290.423,236.391,249.899,209.375,175.604,175.604,175.604,108.064,121.572,135.08,114.818,108.064,108.064,108.064,128.326,128.326,87.802,101.31,94.556,94.556,94.556,135.08,175.604,195.86700000000002,209.375,229.637,229.637,229.637,236.391,222.88299999999998,256.653,283.66900000000004,337.70099999999996,337.70099999999996,337.70099999999996,357.963,432.25699999999995,459.273,466.027,587.6,587.6,587.6,634.878,621.37,634.878,628.124,661.8939999999999,661.8939999999999,661.8939999999999,607.862,682.1560000000001,702.418,776.712,763.204,763.204,763.204,1026.611,965.825,992.841,1019.857,1168.445,1168.445,1168.445,992.841,1080.643,1046.873,1364.3120000000001,972.579,972.579,972.579,952.317,851.0060000000001,898.284,506.551,749.696,749.696,749.696,769.9580000000001,796.9739999999999,715.926,709.172,702.418,702.418,702.418,641.632,634.878,668.648,749.696,729.434,729.434,729.434,736.188,682.1560000000001,668.648,641.632,526.813,526.813,526.813,452.519,452.519,398.48699999999997,297.177,276.915,276.915,276.915,371.471,337.70099999999996,391.733,398.48699999999997,364.717,364.717,364.717,243.145,209.375,148.588,168.85,148.588
548,knox county,21121,154.118,154.118,154.118,170.172,199.06900000000002,150.907,89.902,80.27,80.27,80.27,138.064,109.167,154.118,157.329,199.06900000000002,199.06900000000002,199.06900000000002,176.593,195.858,154.118,160.539,105.956,105.956,105.956,96.324,109.167,122.01,125.221,138.064,138.064,138.064,115.588,122.01,128.43200000000002,170.172,183.015,183.015,183.015,215.123,285.76,263.285,256.863,311.44599999999997,311.44599999999997,311.44599999999997,298.603,253.65200000000002,353.18699999999995,385.295,362.819,362.819,362.819,513.726,565.099,619.682,696.7410000000001,953.6039999999999,953.6039999999999,953.6039999999999,1037.085,1075.614,1165.516,1210.4669999999999,1130.197,1130.197,1130.197,1175.149,1387.0610000000001,1451.276,1480.1729999999998,1714.5610000000001,1714.5610000000001,1714.5610000000001,1717.7720000000002,1685.664,1647.134,1753.09,1268.261,1268.261,1268.261,1152.673,1059.56,1004.977,892.5989999999999,1139.83,1139.83,1139.83,1194.413,1226.521,1159.095,1123.776,1152.673,1152.673,1152.673,1107.722,1033.874,960.0260000000001,927.918,789.8539999999999,789.8539999999999,789.8539999999999,732.06,622.893,622.893,516.937,449.51,449.51,449.51,356.397,385.295,398.13800000000003,417.402,459.14300000000003,459.14300000000003,459.14300000000003,516.937,427.035,401.349,410.981,391.716,391.716,391.716,285.76,256.863,215.123,176.593,99.53399999999999
549,laurel county,21125,113.463,113.463,113.463,113.463,113.463,78.93,92.086,116.751,116.751,116.751,164.43900000000002,164.43900000000002,192.393,171.016,185.81599999999997,185.81599999999997,185.81599999999997,185.81599999999997,215.41400000000002,203.90400000000002,192.393,154.572,154.572,154.572,131.55100000000002,141.417,139.773,136.484,123.329,123.329,123.329,156.217,124.973,100.30799999999999,95.374,87.152,87.152,87.152,29.599,21.377,21.377,0.0,0.0,0.0,0.0,29.599,37.821,37.821,37.821,78.93,78.93,78.93,126.618,159.505,230.21400000000003,287.767,379.853,379.853,379.853,358.476,342.032,389.719,376.564,527.8480000000001,527.8480000000001,527.8480000000001,573.89,679.1310000000001,723.53,797.5269999999999,863.302,863.302,863.302,947.166,1011.297,1004.7189999999999,1287.5539999999999,937.3,937.3,937.3,892.9010000000001,930.722,924.145,654.465,1075.428,1075.428,1075.428,1134.626,1141.203,1197.112,1241.511,1220.134,1220.134,1220.134,1200.401,1162.58,1132.981,1121.471,1054.0510000000002,1054.0510000000002,1054.0510000000002,1068.85,973.4760000000001,945.5219999999999,873.169,789.305,789.305,789.305,688.997,679.1310000000001,615.0,610.067,572.246,572.246,572.246,514.693,506.471,509.759,496.60400000000004,379.853,379.853,379.853,396.29699999999997,361.765,337.099,320.655,274.612
